,Facility Name,Permit Number,Permit Status,Permit Type,City,County,Violation Date,Is Addressed,Category,Type,Parameter,Units,Statistical Base,Measurement Value,Benchmark/Limit,Violation Notes,Violation Override,Feature Name,ViolationId,FacilityId,lat,lon
101,NASELLE YOUTH CAMP STP,WA0023728,Active,Municipal NPDES IP,Naselle,Pacific,9/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,82.05, , , , ,1632228,15763631,46.39194,-123.82631
102,Paneltech,ST0006202,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,HOQUIAM,Grays Harbor,9/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,9.1, , , , ,1637900,7495494,46.9692611694336,-123.855529785156
103,KEMIRA CHEMICALS INC,ST0006164,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,WASHOUGAL,Clark,9/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,319, , , , ,1637992,68766465,45.5657997131348,-122.334686279297
104,South Bend Products Chinook,WA0000159,Active,Industrial NPDES IP,CHINOOK,Pacific,9/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,30, , , , ,1638192,11157,46.2716369628906,-123.948333740234
105,"Pacific Seafood - Westport, LLC",WA0003352,Active,Industrial NPDES IP,WESTPORT,Grays Harbor,9/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1639028,6751045,46.908145904541,-124.116798400879
106,NASELLE YOUTH CAMP STP,WA0023728,Active,Municipal NPDES IP,Naselle,Pacific,9/1/2020,Yes,Design Criteria (85%),85% Design Criteria Warning (if exceeded for 3 consecutive months triggers permit action), , , ,66.625, , , , ,1632229,15763631,46.39194,-123.82631
107,CLALLAM BAY CORRECTION CENTER STP,WA0039845,Active,Municipal NPDES IP,Clallam Bay,Clallam,9/1/2020,Yes,Design Criteria (85%),85% Design Criteria Warning (if exceeded for 3 consecutive months triggers permit action), , , ,0.1089, , ,Permit defined exception/exemption, ,1637973,25143851,48.24488,-124.2942
108,KEMIRA CHEMICALS INC,ST0006164,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,WASHOUGAL,Clark,9/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,319, , , , ,1638101,68766465,45.5657997131348,-122.334686279297
109,South Bend Products Chinook,WA0000159,Active,Industrial NPDES IP,CHINOOK,Pacific,9/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,30, , , , ,1638193,11157,46.2716369628906,-123.948333740234
110,SUMNER STP,WA0023353,Active,Municipal NPDES IP,Sumner,Pierce,9/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,6411.09, , , , ,1638228,36867252,47.19984,-122.25499
111,TIDEWATER VESSEL REPAIR,WA0038776,Active,Industrial NPDES IP,VANCOUVER,Clark,9/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,215, , , , ,1638543,9584459,45.6529197692871,-122.736328125
112,CENTRALIA STP,WA0020982,Active,Municipal NPDES IP,CENTRALIA,Lewis,9/1/2020,Yes,Design Criteria (85%),85% Design Criteria Warning (if exceeded for 3 consecutive months triggers permit action), , , ,3750.53, , , , ,1638567,95194281,46.7574195861816,-123.018241882324
113,VADER STP,WA0021083,Active,Municipal NPDES IP,Vader,Lewis,9/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,137.5, , , , ,1638699,3642145,46.39669,-122.958121
114,VADER STP,WA0021083,Active,Municipal NPDES IP,Vader,Lewis,9/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,620, , , , ,1638708,3642145,46.39669,-122.958121
115,SUMNER STP,WA0023353,Active,Municipal NPDES IP,Sumner,Pierce,9/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,6628.62, , , , ,1638229,36867252,47.19984,-122.25499
116,TIDEWATER VESSEL REPAIR,WA0038776,Active,Industrial NPDES IP,VANCOUVER,Clark,9/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,6.51, , , , ,1638544,9584459,45.6529197692871,-122.736328125
117,Pepsi Northwest Beverages,ST0006253,Active,Industrial to ground SWDP IP,TUMWATER,Thurston,9/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,660, , , , ,1638568,21267851,47.020320892334,-122.94100189209
118,VADER STP,WA0021083,Active,Municipal NPDES IP,Vader,Lewis,9/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,204.86, , , , ,1638702,3642145,46.39669,-122.958121
119,Foss Maritime Company,ST0006175,Active,Industrial to ground SWDP IP,TACOMA,Pierce,9/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1638757,1379,47.2600746154785,-122.431358337402
120,Foss Maritime Company,ST0006175,Active,Industrial to ground SWDP IP,TACOMA,Pierce,9/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1638758,1379,47.2600746154785,-122.431358337402
121,CARBONADO STP,WA0020834,Active,Municipal NPDES IP,Carbonado,Pierce,9/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,30.62, , , , ,1638530,2391549,47.07876,-122.05938
122,BRADKEN INC,WA0022918,Active,Industrial NPDES IP,Tacoma,Pierce,9/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,10.2, , , , ,1638445,16355277,47.2326,-122.46123
123,CENTRALIA STP,WA0020982,Active,Municipal NPDES IP,CENTRALIA,Lewis,9/1/2020,No,Design Criteria (85%),85% Design Criteria Warning (if exceeded for 3 consecutive months triggers permit action), , , ,3677.47, , , , ,1638518,95194281,46.7574195861816,-123.018241882324
124,BUCKLEY STP,WA0023361,Active,Municipal NPDES IP,Buckley,Pierce,9/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,793.956, , , , ,1638419,13318,47.1678498060318,-122.0345827061
125,HARTSTENE POINTE STP,WA0038377,Active,Municipal NPDES IP,SHELTON,Mason,9/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,517.7, , , , ,1638528,12422,47.2984313964844,-122.848838806152
126,Port of Olympia - Cascade Pole Site,WA0040533,Active,Industrial NPDES IP,OLYMPIA,Thurston,9/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,17.2, , , , ,1638539,9875378,47.0583343505859,-122.902496337891
127,TOUTLE STP,WA0037770,Active,Municipal NPDES IP,Toutle,Cowlitz,9/1/2020,No,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,274.2, , , , ,1638452,7637,46.32438,-122.72976
128,BUCKLEY STP,WA0023361,Active,Municipal NPDES IP,Buckley,Pierce,9/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,951.233, , , , ,1638417,13318,47.1678498060318,-122.0345827061
129,ASSOCIATED PETROLEUM PRODUCTS INC,WA0038784,Active,Industrial NPDES IP,TACOMA,Pierce,9/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,783, , , , ,1638424,47616421,47.2441368103027,-122.401885986328
130,VANCOUVER WEST STP,WA0024350,Active,Municipal NPDES IP,VANCOUVER,Clark,9/1/2020,Yes,Design Criteria (85%),85% Design Criteria Warning (if exceeded for 3 consecutive months triggers permit action), , , ,47629.8, , , , ,1638364,26125282,45.6361465454102,-122.693817138672
131,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/31/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631388,5905309,47.0493011474609,-122.801742553711
132,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/30/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631410,5905309,47.0493011474609,-122.801742553711
133,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,8/30/2020,No,Effluent Violations,Numeric effluent violation, , , ,488.4, , , , ,1631323,17635,47.464685,-122.809039
134,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/29/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631389,5905309,47.0493011474609,-122.801742553711
135,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,8/31/2020,No,Effluent Violations,Numeric effluent violation, , , ,117.8, , , , ,1631338,17635,47.464685,-122.809039
136,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/31/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631413,5905309,47.0493011474609,-122.801742553711
137,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/30/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631422,5905309,47.0493011474609,-122.801742553711
138,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/30/2020,Yes,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1638191,5905309,47.0493011474609,-122.801742553711
139,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/29/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631399,5905309,47.0493011474609,-122.801742553711
140,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/28/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631409,5905309,47.0493011474609,-122.801742553711
141,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/27/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631394,5905309,47.0493011474609,-122.801742553711
142,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/26/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631380,5905309,47.0493011474609,-122.801742553711
143,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,8/25/2020,No,Effluent Violations,Numeric effluent violation, , , ,34.06, , , , ,1631337,17635,47.464685,-122.809039
144,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/25/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631425,5905309,47.0493011474609,-122.801742553711
145,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/28/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631436,5905309,47.0493011474609,-122.801742553711
146,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/27/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631377,5905309,47.0493011474609,-122.801742553711
147,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/26/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631392,5905309,47.0493011474609,-122.801742553711
148,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/25/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631400,5905309,47.0493011474609,-122.801742553711
149,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,8/25/2020,No,Effluent Violations,Numeric effluent violation, , , ,1.861, , , , ,1631327,17635,47.464685,-122.809039
150,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,8/24/2020,No,Effluent Violations,Numeric effluent violation, , , ,178.5, , , , ,1631334,17635,47.464685,-122.809039
151,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/24/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631416,5905309,47.0493011474609,-122.801742553711
152,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/23/2020,Yes,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1638186,5905309,47.0493011474609,-122.801742553711
153,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/23/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631415,5905309,47.0493011474609,-122.801742553711
154,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,8/22/2020,No,Effluent Violations,Numeric effluent violation, , , ,0.931, , , , ,1631318,17635,47.464685,-122.809039
155,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/24/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631375,5905309,47.0493011474609,-122.801742553711
156,MORTON STP,WA0022659,Active,Municipal NPDES IP,Morton,Lewis,8/24/2020,No,Effluent Violations,Numeric effluent violation, , , ,5.99, , , , ,1632111,20575,46.56155,-122.29347
157,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/23/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631433,5905309,47.0493011474609,-122.801742553711
158,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,8/23/2020,No,Effluent Violations,Numeric effluent violation, , , ,0.654, , , , ,1631324,17635,47.464685,-122.809039
159,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/22/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631432,5905309,47.0493011474609,-122.801742553711
160,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/22/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631404,5905309,47.0493011474609,-122.801742553711
161,MORTON STP,WA0022659,Active,Municipal NPDES IP,Morton,Lewis,8/22/2020,No,Effluent Violations,Numeric effluent violation, , , ,5.51, , , , ,1632110,20575,46.56155,-122.29347
162,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,8/22/2020,No,Effluent Violations,Numeric effluent violation, , , ,0.931, , , , ,1631318,17635,47.464685,-122.809039
163,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/22/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631432,5905309,47.0493011474609,-122.801742553711
164,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/21/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631429,5905309,47.0493011474609,-122.801742553711
165,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,8/21/2020,No,Effluent Violations,Numeric effluent violation, , , ,0.86, , , , ,1631315,17635,47.464685,-122.809039
166,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/20/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631403,5905309,47.0493011474609,-122.801742553711
167,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/22/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631404,5905309,47.0493011474609,-122.801742553711
168,MORTON STP,WA0022659,Active,Municipal NPDES IP,Morton,Lewis,8/22/2020,No,Effluent Violations,Numeric effluent violation, , , ,5.51, , , , ,1632110,20575,46.56155,-122.29347
169,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/21/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631397,5905309,47.0493011474609,-122.801742553711
170,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,8/20/2020,No,Effluent Violations,Numeric effluent violation, , , ,0.838, , , , ,1631333,17635,47.464685,-122.809039
171,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/20/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631408,5905309,47.0493011474609,-122.801742553711
172,MORTON STP,WA0022659,Active,Municipal NPDES IP,Morton,Lewis,8/19/2020,No,Effluent Violations,Numeric effluent violation, , , ,5.89, , , , ,1632108,20575,46.56155,-122.29347
173,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/19/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631387,5905309,47.0493011474609,-122.801742553711
174,North Bay/Case Inlet Water Reclamation Facility,ST0006039,Active,Reclaimed Water IP,ALLYN,Mason,8/18/2020,No,Effluent Violations,Numeric effluent violation, , , ,209.8, , , , ,1631321,2078527,47.3779907226563,-122.86302947998
175,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/18/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631418,5905309,47.0493011474609,-122.801742553711
176,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/17/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631427,5905309,47.0493011474609,-122.801742553711
177,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/19/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631376,5905309,47.0493011474609,-122.801742553711
178,Chehalis Water Reclamation Facility,WA0021105,Active,Municipal NPDES IP,CHEHALIS,Lewis,8/19/2020,No,Effluent Violations,Numeric effluent violation, , , ,17.17, , , , ,1631272,1226699,46.6664085388184,-122.982093811035
179,MORTON STP,WA0022659,Active,Municipal NPDES IP,Morton,Lewis,8/18/2020,No,Effluent Violations,Numeric effluent violation, , , ,5.9, , , , ,1632109,20575,46.56155,-122.29347
180,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/18/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631398,5905309,47.0493011474609,-122.801742553711
181,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/17/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631435,5905309,47.0493011474609,-122.801742553711
182,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/17/2020,Yes,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1638187,5905309,47.0493011474609,-122.801742553711
183,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,8/16/2020,No,Effluent Violations,Numeric effluent violation, , , ,1.11, , , , ,1631320,17635,47.464685,-122.809039
184,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/16/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631381,5905309,47.0493011474609,-122.801742553711
185,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/15/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631423,5905309,47.0493011474609,-122.801742553711
186,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/14/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631407,5905309,47.0493011474609,-122.801742553711
187,LOTT Martin Way Water Reclamation Facility,ST0006206,Active,Municipal to ground SWDP IP,LACEY,Thurston,8/16/2020,No,Effluent Violations,Numeric effluent violation, , , ,1, , , , ,1631412,5905309,47.0493011474609,-122.801742553711
188,RIDGEFIELD STP,WA0023272,Active,Municipal NPDES IP,Ridgefield,Clark,8/16/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1631173,33661645,45.8219466669882,-122.749308645315
